,TARGET
220776,0
220778,0
220779,0
220780,0
220783,0
220784,0
220786,0
220788,0
220790,0
220791,0
220797,0
220799,0
220800,0
220803,0
220804,0
220806,0
220809,0
220810,0
220811,0
220812,0
220813,0
220814,0
220816,0
220818,0
220819,0
220821,0
220823,0
220825,0
220826,0
220828,0
220829,0
220830,0
220831,0
220832,0
220833,0
220835,0
220836,0
220837,0
220838,0
220841,0
220843,0
220845,0
220847,0
220848,0
220851,0
220852,0
220859,0
220861,0
220863,0
220865,0
220867,0
220870,0
220871,0
220875,0
220876,0
220879,0
220880,0
220881,0
220882,0
220884,0
220886,0
220888,0
220889,0
220890,0
220891,0
220893,0
220899,0
220900,0
220902,0
220904,0
220907,0
220909,0
220910,0
220912,0
220913,0
220914,0
220915,0
220918,0
220921,0
220923,0
220927,0
220928,0
220929,0
220930,0
220931,0
220934,0
220938,0
220940,0
220941,0
220942,0
220944,0
220945,0
220946,0
220948,0
220949,0
220950,0
220951,0
220952,0
220953,0
220955,0
220956,0
220958,0
220959,0
220960,0
220961,0
220962,0
220963,0
220966,0
220968,0
220969,0
220971,0
220973,0
220974,0
220975,0
220980,0
220981,0
220984,0
220985,0
220986,0
220990,0
220991,0
220992,0
220994,0
220996,0
220998,0
221000,0
221001,0
221002,0
221003,0
221005,0
221006,0
221008,0
221010,0
221011,0
221012,0
221014,0
221015,0
221017,0
221018,0
221020,0
221021,0
221023,0
221024,0
221025,0
221026,0
221027,0
221029,0
221030,0
221032,0
221035,0
221037,0
221038,0
221039,0
221040,0
221041,0
221042,0
221045,0
221046,0
221052,0
221053,0
221054,0
221055,0
221058,0
221060,0
221061,0
221063,0
221065,0
221066,0
221068,0
221069,0
221070,0
221076,0
221077,0
221078,0
221079,0
221081,0
221085,0
221088,0
221090,0
221092,0
221094,0
221095,0
221098,0
221100,0
221104,0
221105,0
221108,0
221109,0
221110,0
221112,0
221114,0
221116,0
221119,0
221120,0
221121,0
221122,0
221123,0
221124,0
221125,0
221126,0
221127,0
221128,0
221129,0
221130,0
221131,0
221132,0
221134,0
221135,0
221136,0
221137,0
221139,0
221140,0
221143,0
221145,0
221146,0
221148,0
221152,0
221154,0
221155,0
221158,0
221159,0
221160,0
221162,0
221163,0
221164,0
221165,0
221167,0
221168,0
221170,0
221171,0
221173,0
221174,0
221177,0
221178,0
221180,0
221181,0
221182,0
221183,0
221184,0
221185,0
221187,0
221188,0
221189,0
221191,0
221192,0
221193,0
221194,0
221195,0
221197,0
221199,0
221202,0
221203,0
221205,0
221206,0
221207,0
221209,0
221210,0
221211,0
221213,0
221215,0
221216,0
221217,0
221219,0
221222,0
221223,0
221224,0
221225,0
221226,0
221228,0
221229,0
221231,0
221232,0
221235,0
221237,0
221238,0
221241,0
221243,0
221245,0
221247,0
221248,0
221249,0
221250,0
221252,0
221254,0
221255,0
221256,0
221257,0
221258,0
221259,0
221260,0
221262,0
221263,0
221264,0
221265,0
221266,0
221269,0
221270,0
221272,0
221273,0
221274,0
221275,0
221278,0
221279,0
221282,0
221283,0
221285,0
221286,0
221288,0
221291,0
221292,0
221293,0
221295,0
221298,0
221299,0
221301,0
221303,0
221304,0
221308,0
221310,0
221313,0
221315,0
221317,0
221318,0
221319,0
221320,0
221321,0
221323,0
221325,0
221327,0
221328,0
221333,0
221334,0
221335,0
221336,0
221337,0
221339,0
221341,0
221342,0
221345,0
221347,0
221348,0
221349,0
221350,0
221353,0
221354,0
221355,0
221359,0
221360,0
221361,0
221363,0
221364,0
221366,0
221367,0
221370,0
221371,0
221372,0
221375,0
221376,0
221377,0
221378,0
221381,0
221382,0
221383,0
221385,0
221387,0
221388,0
221390,0
221392,0
221394,0
221395,0
221396,0
221398,0
221401,0
221402,0
221403,0
221406,0
221409,0
221410,0
221414,0
221417,0
221418,0
221419,0
221421,0
221422,0
221423,0
221424,0
221426,0
221428,0
221429,0
221431,0
221432,0
221435,0
221436,0
221439,0
221440,0
221441,0
221442,0
221444,0
221445,0
221447,0
221449,0
221452,0
221455,0
221456,0
221457,0
221458,0
221459,0
221460,0
221461,0
221462,0
221463,0
221465,0
221466,0
221468,0
221470,0
221471,0
221472,0
221473,0
221474,0
221475,0
221476,0
221477,0
221479,0
221480,0
221481,0
221482,0
221483,0
221484,0
221485,0
221486,0
221487,0
221488,0
221489,0
221490,0
221492,0
221495,0
221496,0
221499,0
221501,0
221502,0
221503,0
221504,0
221505,0
221507,0
221508,0
221509,0
221510,0
221511,0
221512,0
221513,0
221514,0
221518,0
221520,0
221523,0
221525,0
221526,0
221528,0
221529,0
221530,0
221535,0
221536,0
221538,0
221539,0
221540,0
221541,0
221542,0
221543,0
221545,0
221547,0
221548,0
221549,0
221550,0
221551,0
221552,0
221553,0
221557,0
221558,0
221560,0
221561,0
221562,0
221563,0
221564,0
221565,0
221567,0
221569,0
221571,0
221573,0
221574,0
221575,0
221576,0
221577,0
221578,0
221580,0
221581,0
221582,0
221583,0
221584,0
221585,0
221586,0
221587,0
221589,0
221590,0
221591,0
221595,0
221597,0
221598,0
221600,0
221602,0
221604,0
221606,0
221607,0
221610,0
221611,0
221614,0
221615,0
221622,0
221623,0
221624,0
221627,0
221631,0
221632,0
221633,0
221634,0
221635,0
221636,0
221637,0
221638,0
221640,0
221643,0
221644,0
221646,0
221647,0
221648,0
221650,0
221651,0
221657,0
221659,0
221661,0
221663,0
221665,0
221666,0
221668,0
221670,0
221671,0
221676,0
221677,0
221678,0
221682,0
221683,0
221685,0
221686,0
221687,0
221689,0
221690,0
221692,0
221693,0
221694,0
221695,0
221697,0
221699,0
221701,0
221703,0
221704,0
221715,0
221716,0
221718,0
221719,0
221720,0
221721,0
221722,0
221723,0
221724,0
221726,0
221727,0
221728,0
221729,0
221730,0
221732,0
221735,0
221737,0
221739,0
221740,0
221746,0
221749,0
221750,0
221751,0
221752,0
221753,0
221754,0
221755,0
221756,0
221757,0
221759,0
221761,0
221764,0
221767,0
221768,0
221771,0
221775,0
221776,0
221777,0
221778,0
221779,0
221782,0
221783,0
221785,0
221786,0
221788,0
221790,0
221792,0
221795,0
221796,0
221799,0
221801,0
221802,0
221803,0
221806,0
221808,0
221809,0
221810,0
221813,0
221814,0
221817,0
221819,0
221820,0
221821,0
221822,0
221823,0
221824,0
221825,0
221826,0
221827,0
221829,0
221830,0
221832,0
221833,0
221834,0
221836,0
221837,0
221838,0
221840,0
221844,0
221845,0
221848,0
221850,0
221854,0
221855,0
221856,0
221860,0
221861,0
221864,0
221865,0
221866,0
221868,0
221869,0
221870,0
221871,0
221873,0
221874,0
221875,0
221878,0
221879,0
221880,0
221884,0
221885,0
221886,0
221888,0
221889,0
221890,0
221893,0
221894,0
221895,0
221896,0
221898,0
221899,0
221902,0
221903,0
221904,0
221907,0
221909,0
221910,0
221912,0
221913,0
221915,0
221916,0
221920,0
221921,0
221922,0
221924,0
221925,0
221926,0
221935,0
221939,0
221941,0
221942,0
221945,0
221946,0
221950,0
221951,0
221952,0
221953,0
221954,0
221958,0
221961,0
221964,0
221965,0
221966,0
221967,0
221968,0
221970,0
221971,0
221973,0
221974,0
221975,0
221976,0
221977,0
221978,0
221979,0
221980,0
221981,0
221982,0
221983,0
221984,0
221985,0
221987,0
221989,0
221990,0
221995,0
221996,0
221997,0
221999,0
222000,0
222001,0
222003,0
222004,0
222005,0
222006,0
222007,0
222008,0
222009,0
222010,0
222011,0
222015,0
222016,0
222017,0
222018,0
222020,0
222021,0
222023,0
222024,0
222025,0
222026,0
222028,0
222029,0
222030,0
222031,0
222032,0
222033,0
222034,0
222035,0
222036,0
222037,0
222038,0
222040,0
222041,0
222042,0
222044,0
222045,0
222047,0
222048,0
222050,0
222051,0
222052,0
222055,0
222056,0
222059,0
222060,0
222061,0
222062,0
222065,0
222066,0
222067,0
222068,0
222070,0
222071,0
222072,0
222073,0
222074,0
222075,0
222076,0
222077,0
222078,0
222080,0
222081,0
222082,0
222084,0
222087,0
222088,0
222093,0
222094,0
222095,0
222096,0
222097,0
222098,0
222099,0
222101,0
222103,0
222104,0
222105,0
222106,0
222107,0
222108,0
222110,0
222111,0
222112,0
222113,0
222115,0
222116,0
222117,0
222118,0
222120,0
222121,0
222123,0
222126,0
222128,0
222129,0
222130,0
222134,0
222135,0
222136,0
222137,0
222139,0
222140,0
222142,0
222144,0
222145,0
222146,0
222147,0
222149,0
222150,0
222151,0
222153,0
222154,0
222155,0
222156,0
222158,0
222159,0
222160,0
222164,0
222166,0
222168,0
222171,0
222172,0
222174,0
222175,0
222177,0
222179,0
222180,0
222181,0
222184,0
222185,0
222186,0
222190,0
222191,0
222192,0
222193,0
222195,0
222199,0
222201,0
222204,0
222206,0
222207,0
222208,0
222209,0
222211,0
222212,0
222213,0
222214,0
222215,0
222216,0
222219,0
222220,0
222221,0
222222,0
222226,0
222227,0
222229,0
222230,0
222232,0
222235,0
222237,0
222238,0
222240,0
222246,0
222247,0
222252,0
222253,0
222254,0
222256,0
222257,0
222258,0
222259,0
222260,0
222261,0
222264,0
222266,0
222268,0
222269,0
222270,0
222272,0
222274,0
222275,0
222278,0
222281,0
222282,0
222284,0
222286,0
222288,0
222289,0
222291,0
222292,0
222293,0
222295,0
222297,0
222298,0
222299,0
222300,0
222301,0
222302,0
222304,0
222306,0
222309,0
222311,0
222312,0
222313,0
222314,0
222316,0
222317,0
222318,0
222319,0
222320,0
222322,0
222323,0
222326,0
222332,0
222333,0
222334,0
222337,0
222338,0
222339,0
222342,0
222343,0
222345,0
222346,0
222347,0
222348,0
222349,0
222350,0
222351,0
222355,0
222360,0
222361,0
222362,0
222363,0
222365,0
222366,0
222369,0
222371,0
222372,0
222373,0
222374,0
222375,0
222376,0
222377,0
222378,0
222380,0
222383,0
222385,0
222386,0
222389,0
222390,0
222392,0
222393,0
222394,0
222395,0
222396,0
222397,0
222398,0
222399,0
222400,0
222401,0
222402,0
222404,0
222405,0
222406,0
222407,0
222408,0
222409,0
222411,0
222412,0
222415,0
222417,0
222418,0
222426,0
222427,0
222428,0
222430,0
222431,0
222433,0
222435,0
222436,0
222437,0
222438,0
222439,0
222440,0
222441,0
222442,0
222444,0
222445,0
222446,0
222447,0
222448,0
222450,0
222452,0
222453,0
222454,0
222456,0
222458,0
222459,0
222460,0
222464,0
222465,0
222466,0
222467,0
222468,0
222469,0
222470,0
222472,0
222474,0
222475,0
222477,0
222480,0
222485,0
222486,0
222488,0
222490,0
222491,0
222494,0
222496,0
222497,0
222498,0
222499,0
222500,0
222503,0
222509,0
222510,0
222512,0
222513,0
222515,0
222516,0
222518,0
222519,0
222520,0
222521,0
222522,0
222523,0
222526,0
222528,0
222530,0
222535,0
222539,0
222541,0
222545,0
222546,0
222547,0
222548,0
222549,0
222550,0
222552,0
222554,0
222555,0
222556,0
222557,0
222559,0
222561,0
222562,0
222566,0
222568,0
222569,0
222570,0
222574,0
222575,0
222579,0
222580,0
222581,0
222582,0
222585,0
222586,0
222587,0
222589,0
222590,0
222592,0
222594,0
222596,0
222597,0
222598,0
222602,0
222604,0
222605,0
222608,0
222609,0
222610,0
222611,0
222613,0
222614,0
222615,0
222618,0
222619,0
222620,0
222621,0
222622,0
222623,0
222626,0
222627,0
222628,0
222631,0
222635,0
222636,0
222638,0
222641,0
222645,0
222647,0
222648,0
222649,0
222651,0
222652,0
222653,0
222654,0
222655,0
222656,0
222657,0
222659,0
222660,0
222661,0
222663,0
222664,0
222667,0
222671,0
222675,0
222680,0
222681,0
222682,0
222683,0
222684,0
222686,0
222688,0
222689,0
222691,0
222692,0
222693,0
222694,0
222697,0
222698,0
222700,0
222701,0
222703,0
222705,0
222708,0
222709,0
222712,0
222713,0
222715,0
222716,0
222717,0
222719,0
222720,0
222724,0
222726,0
222727,0
222729,0
222730,0
222731,0
222737,0
222738,0
222739,0
222740,0
222742,0
222743,0
222744,0
222745,0
222747,0
222748,0
222750,0
222751,0
222752,0
222754,0
222758,0
222761,0
222762,0
222764,0
222765,0
222766,0
222768,0
222769,0
222770,0
222772,0
222773,0
222774,0
222776,0
222777,0
222778,0
222779,0
222780,0
222781,0
222782,0
222783,0
222784,0
222785,0
222786,0
222787,0
222788,0
222789,0
222790,0
222791,0
222795,0
222796,0
222797,0
222799,0
222800,0
222801,0
222802,0
222803,0
222804,0
222805,0
222806,0
222808,0
222810,0
222811,0
222814,0
222815,0
222818,0
222823,0
222824,0
222825,0
222827,0
222829,0
222830,0
222831,0
222832,0
222833,0
222834,0
222837,0
222838,0
222840,0
222842,0
222844,0
222846,0
222847,0
222848,0
222850,0
222851,0
222853,0
222854,0
222857,0
222858,0
222863,0
222864,0
222866,0
222868,0
222870,0
222874,0
222875,0
222876,0
222877,0
222878,0
222881,0
222882,0
222885,0
222886,0
222887,0
222892,0
222893,0
222894,0
222895,0
222897,0
222898,0
222900,0
222901,0
222902,0
222904,0
222908,0
222909,0
222910,0
222911,0
222912,0
222913,0
222914,0
222915,0
222916,0
222919,0
222921,0
222922,0
222923,0
222924,0
222925,0
222926,0
222927,0
222928,0
222929,0
222931,0
222934,0
222935,0
222936,0
222938,0
222939,0
222940,0
222941,0
222942,0
222943,0
222944,0
222945,0
222948,0
222949,0
222950,0
222952,0
222953,0
222954,0
222955,0
222956,0
222957,0
222958,0
222959,0
222961,0
222962,0
222963,0
222966,0
222969,0
222972,0
222975,0
222978,0
222979,0
222981,0
222982,0
222984,0
222987,0
222989,0
222992,0
222995,0
222996,0
223000,0
223001,0
223002,0
223007,0
223008,0
223009,0
223010,0
223011,0
223012,0
223013,0
223014,0
223016,0
223017,0
223019,0
223020,0
223021,0
223023,0
223024,0
223026,0
223027,0
223028,0
223030,0
223031,0
223032,0
223034,0
223036,0
223038,0
223039,0
223043,0
223044,0
223047,0
223050,0
223051,0
223053,0
223054,0
223055,0
223059,0
223060,0
223062,0
223063,0
223066,0
223067,0
223068,0
223073,0
223074,0
223075,0
223076,0
223077,0
223078,0
223079,0
223085,0
223086,0
223089,0
223090,0
223091,0
223092,0
223093,0
223096,0
223097,0
223100,0
223101,0
223102,0
223103,0
223111,0
223112,0
223116,0
223117,0
223119,0
223120,0
223121,0
223122,0
223123,0
223124,0
223126,0
223128,0
223129,0
223130,0
223132,0
223133,0
223134,0
223137,0
223140,0
223141,0
223142,0
223143,0
223144,0
223148,0
223150,0
223152,0
223156,0
223158,0
223159,0
223161,0
223162,0
223163,0
223164,0
223165,0
223166,0
223168,0
223169,0
223170,0
223173,0
223174,0
223176,0
223177,0
223179,0
223180,0
223181,0
223185,0
223186,0
223188,0
223189,0
223191,0
223193,0
223194,0
223195,0
223198,0
223199,0
223201,0
223202,0
223204,0
223206,0
223208,0
223210,0
223213,0
223215,0
223217,0
223218,0
223219,0
223220,0
223221,0
223223,0
223224,0
223225,0
223228,0
223232,0
223233,0
223234,0
223235,0
223237,0
223241,0
223242,0
223243,0
223244,0
223246,0
223248,0
223249,0
223250,0
223251,0
223252,0
223253,0
223254,0
223255,0
223258,0
223259,0
223261,0
223262,0
223266,0
223267,0
223268,0
223270,0
223272,0
223273,0
223274,0
223275,0
223276,0
223277,0
223278,0
223280,0
223281,0
223282,0
223283,0
223284,0
223285,0
223286,0
223287,0
223290,0
223291,0
223294,0
223296,0
223297,0
223298,0
223299,0
223300,0
223302,0
223303,0
223304,0
223305,0
223306,0
223307,0
223310,0
223312,0
223313,0
223314,0
223316,0
223317,0
223319,0
223320,0
223321,0
223324,0
223325,0
223326,0
223327,0
223328,0
223332,0
223336,0
223338,0
223339,0
223342,0
223344,0
223345,0
223347,0
223348,0
223349,0
223350,0
223353,0
223354,0
223356,0
223357,0
223361,0
223362,0
223363,0
223366,0
223367,0
223368,0
223370,0
223371,0
223372,0
223373,0
223374,0
223376,0
223379,0
223380,0
223383,0
223384,0
223386,0
223389,0
223391,0
223393,0
223396,0
223397,0
223399,0
223400,0
223401,0
223402,0
223403,0
223404,0
223406,0
223407,0
223409,0
223410,0
223412,0
223413,0
223414,0
223416,0
223418,0
223419,0
223420,0
223421,0
223423,0
223424,0
223426,0
223430,0
223431,0
223433,0
223435,0
223436,0
223438,0
223440,0
223441,0
223442,0
223443,0
223444,0
223452,0
223454,0
223455,0
223456,0
223459,0
223463,0
223464,0
223465,0
223466,0
223469,0
223470,0
223474,0
223475,0
223476,0
223477,0
223478,0
223480,0
223481,0
223484,0
223485,0
223487,0
223488,0
223490,0
223492,0
223494,0
223496,0
223500,0
223501,0
223503,0
223505,0
223506,0
223507,0
223509,0
223510,0
223511,0
223512,0
223513,0
223517,0
223518,0
223519,0
223520,0
223521,0
223522,0
223525,0
223526,0
223528,0
223531,0
223533,0
223534,0
223535,0
223536,0
223537,0
223539,0
223541,0
223543,0
223545,0
223546,0
223547,0
223549,0
223551,0
223553,0
223554,0
223555,0
223558,0
223561,0
223563,0
223564,0
223565,0
223566,0
223568,0
223570,0
223571,0
223572,0
223574,0
223575,0
223579,0
223580,0
223582,0
223583,0
223585,0
223589,0
223592,0
223593,0
223596,0
223601,0
223603,0
223607,0
223608,0
223611,0
223612,0
223614,0
223616,0
223617,0
223622,0
223624,0
223627,0
223628,0
223631,0
223632,0
223634,0
223636,0
223637,0
223639,0
223640,0
223641,0
223643,0
223647,0
223650,0
223651,0
223653,0
223654,0
223656,0
223657,0
223658,0
223660,0
223662,0
223664,0
223665,0
223668,0
223669,0
223672,0
223673,0
223675,0
223677,0
223679,0
223680,0
223681,0
223682,0
223683,0
223685,0
223687,0
223688,0
223689,0
223690,0
223693,0
223695,0
223696,0
223697,0
223698,0
223699,0
223702,0
223704,0
223705,0
223706,0
223710,0
223711,0
223712,0
223713,0
223714,0
223716,0
223717,0
223719,0
223720,0
223722,0
223724,0
223725,0
223729,0
223730,0
223735,0
223738,0
223739,0
223740,0
223743,0
223744,0
223746,0
223747,0
223749,0
223750,0
223751,0
223753,0
223754,0
223756,0
223757,0
223760,0
223761,0
223762,0
223764,0
223765,0
223766,0
223767,0
223769,0
223770,0
223771,0
223773,0
223774,0
223776,0
223779,0
223781,0
223783,0
223784,0
223787,0
223789,0
223790,0
223792,0
223793,0
223794,0
223795,0
223796,0
223797,0
223799,0
223800,0
223801,0
223805,0
223806,0
223808,0
223810,0
223811,0
223812,0
223813,0
223814,0
223816,0
223817,0
223818,0
223819,0
223821,0
223823,0
223824,0
223825,0
223826,0
223827,0
223829,0
223832,0
223835,0
223836,0
223837,0
223838,0
223839,0
223840,0
223842,0
223844,0
223845,0
223848,0
223849,0
223851,0
223852,0
223853,0
223854,0
223855,0
223857,0
223862,0
223863,0
223864,0
223865,0
223867,0
223868,0
223869,0
223870,0
223871,0
223873,0
223878,0
223879,0
223880,0
223883,0
223884,0
223885,0
223887,0
223888,0
223889,0
223890,0
223892,0
223893,0
223895,0
223896,0
223898,0
223899,0
223900,0
223901,0
223902,0
223904,0
223905,0
223907,0
223908,0
223910,0
223911,0
223912,0
223914,0
223915,0
223916,0
223917,0
223919,0
223920,0
223921,0
223923,0
223927,0
223928,0
223929,0
223930,0
223933,0
223934,0
223936,0
223937,0
223939,0
223941,0
223943,0
223944,0
223945,0
223947,0
223948,0
223949,0
223953,0
223954,0
223955,0
223957,0
223958,0
223959,0
223960,0
223961,0
223963,0
223964,0
223967,0
223968,0
223969,0
223970,0
223971,0
223975,0
223977,0
223978,0
223980,0
223982,0
223987,0
223989,0
223991,0
223993,0
223994,0
223995,0
223996,0
223998,0
223999,0
224000,0
224002,0
224003,0
224004,0
224005,0
224006,0
224008,0
224010,0
224014,0
224017,0
224019,0
224020,0
224021,0
224022,0
224023,0
224027,0
224028,0
224030,0
224031,0
224033,0
224034,0
224035,0
224036,0
224037,0
224039,0
224040,0
224043,0
224052,0
224054,0
224055,0
224056,0
224057,0
224058,0
224059,0
224060,0
224061,0
224062,0
224067,0
224068,0
224070,0
224071,0
224074,0
224075,0
224078,0
224081,0
224082,0
224083,0
224084,0
224086,0
224087,0
224088,0
224089,0
224090,0
224092,0
224093,0
224094,0
224095,0
224098,0
224099,0
224100,0
224101,0
224105,0
224107,0
224109,0
224110,0
224111,0
224112,0
224113,0
224117,0
224118,0
224119,0
224120,0
224121,0
224122,0
224124,0
224125,0
224127,0
224130,0
224132,0
224133,0
224134,0
224136,0
224138,0
224139,0
224142,0
224146,0
224148,0
224149,0
224153,0
224154,0
224155,0
224159,0
224160,0
224161,0
224162,0
224163,0
224166,0
224168,0
224169,0
224170,0
224171,0
224172,0
224173,0
224176,0
224177,0
224179,0
224183,0
224184,0
224188,0
224190,0
224191,0
224192,0
224193,0
224194,0
224196,0
224198,0
224199,0
224200,0
224201,0
224202,0
224203,0
224205,0
224206,0
224207,0
224209,0
224211,0
224212,0
224214,0
224216,0
224219,0
224220,0
224221,0
224223,0
224224,0
224226,0
224227,0
224229,0
224230,0
224231,0
224233,0
224234,0
224238,0
224239,0
224241,0
224243,0
224245,0
224249,0
224250,0
224252,0
224253,0
224257,0
224260,0
224261,0
224262,0
224263,0
224264,0
224265,0
224266,0
224267,0
224268,0
224270,0
224271,0
224272,0
224274,0
224276,0
224277,0
224280,0
224283,0
224284,0
224285,0
224287,0
224288,0
224289,0
224292,0
224293,0
224294,0
224295,0
224297,0
224298,0
224299,0
224301,0
224302,0
224303,0
224304,0
224306,0
224307,0
224309,0
224311,0
224312,0
224313,0
224314,0
224315,0
224318,0
224319,0
224321,0
224322,0
224324,0
224325,0
224327,0
224329,0
224330,0
224331,0
224332,0
224337,0
224338,0
224339,0
224340,0
224341,0
224342,0
224343,0
224344,0
224345,0
224346,0
224347,0
224349,0
224350,0
224352,0
224353,0
224354,0
224355,0
224360,0
224361,0
224362,0
224364,0
224366,0
224370,0
224371,0
224372,0
224374,0
224378,0
224379,0
224380,0
224381,0
224383,0
224384,0
224386,0
224387,0
224388,0
224391,0
224392,0
224395,0
224396,0
224397,0
224399,0
224400,0
224401,0
224403,0
224404,0
224407,0
224409,0
224412,0
224415,0
224417,0
224418,0
224423,0
224425,0
224428,0
224429,0
224430,0
224431,0
224433,0
224434,0
224435,0
224436,0
224438,0
224439,0
224440,0
224441,0
224444,0
224445,0
224446,0
224447,0
224448,0
224451,0
224452,0
224453,0
224457,0
224458,0
224460,0
224461,0
224463,0
224466,0
224469,0
224471,0
224473,0
224474,0
224475,0
224476,0
224481,0
224482,0
224484,0
224485,0
224487,0
224488,0
224489,0
224491,0
224493,0
224494,0
224496,0
224497,0
224498,0
224500,0
224502,0
224503,0
224505,0
224506,0
224507,0
224508,0
224509,0
224513,0
224514,0
224519,0
224520,0
224521,0
224522,0
224523,0
224525,0
224526,0
224527,0
224528,0
224529,0
224531,0
224532,0
224533,0
224534,0
224538,0
224539,0
224542,0
224543,0
224544,0
224546,0
224547,0
224551,0
224552,0
224554,0
224557,0
224559,0
224560,0
224561,0
224562,0
224567,0
224568,0
224569,0
224570,0
224571,0
224572,0
224573,0
224575,0
224576,0
224577,0
224578,0
224581,0
224583,0
224585,0
224586,0
224587,0
224589,0
224590,0
224591,0
224593,0
224594,0
224595,0
224598,0
224600,0
224602,0
224603,0
224604,0
224605,0
224606,0
224608,0
224611,0
224612,0
224613,0
224614,0
224615,0
224616,0
224617,0
224618,0
224620,0
224622,0
224623,0
224627,0
224628,0
224632,0
224634,0
224635,0
224637,0
224639,0
224640,0
224644,0
224645,0
224646,0
224647,0
224648,0
224649,0
224650,0
224651,0
224652,0
224655,0
224656,0
224657,0
224661,0
224663,0
224664,0
224666,0
224667,0
224669,0
224670,0
224672,0
224673,0
224675,0
224678,0
224679,0
224680,0
224681,0
224682,0
224684,0
224686,0
224687,0
224688,0
224689,0
224690,0
224692,0
224693,0
224694,0
224696,0
224698,0
224699,0
224700,0
224701,0
224702,0
224703,0
224704,0
224705,0
224706,0
224707,0
224709,0
224712,0
224714,0
224719,0
224720,0
224721,0
224722,0
224725,0
224727,0
224728,0
224730,0
224731,0
224732,0
224734,0
224736,0
224737,0
224739,0
224740,0
224741,0
224742,0
224744,0
224745,0
224747,0
224748,0
224749,0
224750,0
224751,0
224754,0
224755,0
224757,0
224760,0
224761,0
224762,0
224763,0
224764,0
224769,0
224770,0
224771,0
224772,0
224774,0
224775,0
224776,0
224777,0
224780,0
224781,0
224782,0
224783,0
224785,0
224787,0
224789,0
224790,0
224792,0
224794,0
224795,0
224797,0
224800,0
224801,0
224805,0
224807,0
224809,0
224810,0
224811,0
224812,0
224813,0
224814,0
224815,0
224816,0
224817,0
224820,0
224822,0
224823,0
224825,0
224826,0
224828,0
224829,0
224830,0
224831,0
224833,0
224835,0
224837,0
224839,0
224840,0
224842,0
224844,0
224846,0
224847,0
224848,0
224849,0
224850,0
224851,0
224852,0
224853,0
224856,0
224861,0
224863,0
224865,0
224866,0
224867,0
224869,0
224870,0
224873,0
224876,0
224878,0
224879,0
224881,0
224882,0
224883,0
224884,0
224885,0
224886,0
224888,0
224891,0
224892,0
224894,0
224897,0
224898,0
224899,0
224903,0
224907,0
224908,0
224909,0
224910,0
224914,0
224916,0
224918,0
224919,0
224920,0
224921,0
224922,0
224923,0
224925,0
224926,0
224927,0
224928,0
224931,0
224932,0
224933,0
224935,0
224936,0
224937,0
224938,0
224939,0
224941,0
224942,0
224943,0
224945,0
224946,0
224947,0
224949,0
224952,0
224954,0
224956,0
224958,0
224959,0
224960,0
224961,0
224963,0
224965,0
224967,0
224969,0
224970,0
224973,0
224974,0
224975,0
224976,0
224978,0
224979,0
224981,0
224983,0
224984,0
224986,0
224991,0
224993,0
224994,0
224997,0
225002,0
225003,0
225004,0
225005,0
225006,0
225009,0
225010,0
225011,0
225012,0
225013,0
225014,0
225016,0
225018,0
225019,0
225020,0
225021,0
225022,0
225024,0
225026,0
225028,0
225029,0
225030,0
225031,0
225034,0
225036,0
225037,0
225038,0
225039,0
225042,0
225043,0
225045,0
225047,0
225048,0
225051,0
225053,0
225054,0
225055,0
225058,0
225060,0
225061,0
225062,0
225063,0
225067,0
225068,0
225069,0
225070,0
225071,0
225075,0
225078,0
225079,0
225081,0
225084,0
225085,0
225087,0
225090,0
225091,0
225092,0
225094,0
225096,0
225097,0
225098,0
225099,0
225100,0
225101,0
225102,0
225103,0
225105,0
225107,0
225111,0
225112,0
225113,0
225114,0
225116,0
225117,0
225119,0
225122,0
225125,0
225127,0
225129,0
225130,0
225133,0
225135,0
225136,0
225137,0
225139,0
225140,0
225144,0
225148,0
225150,0
225151,0
225152,0
225154,0
225157,0
225159,0
225164,0
225167,0
225168,0
225169,0
225171,0
225174,0
225179,0
225181,0
225186,0
225187,0
225188,0
225189,0
225190,0
225191,0
225192,0
225193,0
225194,0
225196,0
225197,0
225200,0
225203,0
225204,0
225205,0
225206,0
225209,0
225211,0
225212,0
225213,0
225216,0
225217,0
225218,0
225219,0
225220,0
225221,0
225222,0
225223,0
225224,0
225225,0
225226,0
225227,0
225229,0
225230,0
225231,0
225232,0
225233,0
225235,0
225236,0
225237,0
225238,0
225240,0
225243,0
225244,0
225245,0
225246,0
225247,0
225249,0
225250,0
225251,0
225252,0
225253,0
225254,0
225255,0
225256,0
225257,0
225259,0
225261,0
225262,0
225263,0
225264,0
225265,0
225266,0
225269,0
225270,0
225272,0
225273,0
225274,0
225276,0
225277,0
225279,0
225280,0
225282,0
225283,0
225284,0
225285,0
225286,0
225287,0
225288,0
225290,0
225291,0
225292,0
225295,0
225296,0
225298,0
225299,0
225300,0
225301,0
225302,0
225304,0
225306,0
225307,0
225309,0
225310,0
225311,0
225313,0
225314,0
225316,0
225317,0
225318,0
225319,0
225320,0
225322,0
225323,0
225324,0
225325,0
225326,0
225330,0
225331,0
225333,0
225334,0
225335,0
225337,0
225339,0
225340,0
225341,0
225342,0
225345,0
225346,0
225347,0
225348,0
225350,0
225352,0
225353,0
225355,0
225360,0
225361,0
225362,0
225365,0
225366,0
225368,0
225369,0
225370,0
225372,0
225373,0
